     0.234375     0.443759     0.347354   0.00259114  0.000940584     0.506453     0.322592
     0.242188     0.443219     0.346738   0.00270138  0.000967909     0.506453     0.322592
         0.25     0.442753      0.34606   0.00281349  0.000994653     0.506453     0.322592
     0.257812     0.442364     0.345317     0.002925   0.00102116     0.506453     0.322592
     0.265625     0.442045     0.344516   0.00303821   0.00104704     0.506453     0.322592
     0.273438     0.441801     0.343654   0.00315063   0.00107268     0.506453     0.322592
      0.28125     0.441623     0.342739   0.00326457   0.00109765     0.506453     0.322592
     0.289062     0.441515     0.341767   0.00337754   0.00112237     0.506453     0.322592
     0.296875      0.44147     0.340744   0.00349185   0.00114639     0.506453     0.322592
     0.304688     0.441491     0.339669   0.00360498   0.00117013     0.506453     0.322592
       0.3125     0.441573     0.338547   0.00371928   0.00119315     0.506453     0.322592
     0.320312     0.441717     0.337376    0.0038322   0.00121587     0.506453     0.322592
     0.328125     0.441918     0.336162   0.00394611   0.00123784     0.506453     0.322592
     0.335938     0.442179     0.334901   0.00405843    0.0012595     0.506453     0.322592
      0.34375     0.442493     0.333602   0.00417156   0.00128036     0.506453     0.322592
     0.351562     0.442864     0.332259   0.00428289   0.00130091     0.506453     0.322592
     0.359375     0.443285     0.330881   0.00439485   0.00132063     0.506453     0.322592
     0.367188      0.44376     0.329462   0.00450479   0.00134001     0.506453     0.322592
        0.375     0.444282     0.328011   0.00461516   0.00135854     0.506453     0.322592
     0.382812     0.444855     0.326522   0.00472332   0.00137672     0.506453     0.322592
     0.390625     0.445472     0.325003   0.00483171     0.001394     0.506453     0.322592
     0.398438     0.446137      0.32345   0.00493766   0.00141093     0.506453     0.322592
      0.40625     0.446844     0.321869   0.00504364   0.00142694     0.506453     0.322592
     0.414062     0.447596     0.320257   0.00514697   0.00144257     0.506453     0.322592
     0.421875     0.448386      0.31862   0.00525014   0.00145724     0.506453     0.322592
     0.429688      0.44922     0.316954   0.00535042   0.00147154     0.506453     0.322592
       0.4375     0.450089     0.315266   0.00545033   0.00148483     0.506453     0.322592
     0.445312     0.450998      0.31355   0.00554714   0.00149774     0.506453     0.322592
     0.453125     0.451941     0.311815   0.00564336   0.00150962     0.506453     0.322592
     0.460938     0.452922     0.310056   0.00573625    0.0015211     0.506453     0.322592
      0.46875     0.453934     0.308278   0.00582835   0.00153152     0.506453     0.322592
     0.476562     0.454981     0.306478   0.00591687   0.00154153     0.506453     0.322592
     0.484375     0.456057     0.304663    0.0060044   0.00155044     0.506453     0.322592
     0.492188     0.457166     0.302827   0.00608811   0.00155893     0.506453     0.322592
          0.5     0.458301     0.300978   0.00617059    0.0015663     0.506453     0.322592
     0.507812     0.459468      0.29911   0.00624903   0.00157324     0.506453     0.322592
     0.515625     0.460658     0.297231   0.00632602   0.00157901     0.506453     0.322592
     0.523438     0.461878     0.295334   0.00639871   0.00158435     0.506453     0.322592
      0.53125     0.463119     0.293428   0.00646973    0.0015885     0.506453     0.322592
     0.539062     0.464387     0.291507    0.0065362   0.00159219     0.506453     0.322592
     0.546875     0.465675     0.289578   0.00660077   0.00159467     0.506453     0.322592
     0.554688     0.466989     0.287636   0.00666054   0.00159668     0.506453     0.322592
       0.5625      0.46832     0.285687   0.00671818   0.00159744     0.506453     0.322592
     0.570312     0.469674     0.283726   0.00677076   0.00159773     0.506453     0.322592
     0.578125     0.471044      0.28176   0.00682097   0.00159674     0.506453     0.322592
     0.585938     0.472435     0.279784   0.00686585   0.00159527     0.506453     0.322592
      0.59375     0.473841     0.277804   0.00690813   0.00159248     0.506453     0.322592
     0.601562     0.475266     0.275815   0.00694482   0.00158921     0.506453     0.322592
     0.609375     0.476704     0.273824   0.00697865   0.00158459     0.506453     0.322592
     0.617188     0.478159     0.271826   0.00700663   0.00157947     0.506453     0.322592
        0.625     0.479625     0.269826    0.0070315   0.00157299     0.506453     0.322592
     0.632812     0.481107      0.26782   0.00705024   0.00156599     0.506453     0.322592
     0.640625     0.482599     0.265814   0.00706563   0.00155759     0.506453     0.322592
     0.648438     0.484105     0.263803    0.0070746   0.00154868     0.506453     0.322592
      0.65625     0.485618     0.261793   0.00707996   0.00153833     0.506453     0.322592
     0.664062     0.487145     0.259779   0.00707863   0.00152746     0.506453     0.322592
     0.671875     0.488678     0.257767   0.00707343   0.00151513     0.506453     0.322592
     0.679688     0.490222     0.255752   0.00706123   0.00150227     0.506453     0.322592
       0.6875     0.491771     0.253741   0.00704491   0.00148791     0.506453     0.322592
     0.695312     0.493331     0.251727   0.00702131   0.00147302     0.506453     0.322592
     0.703125     0.494893     0.249718    0.0069933   0.00145661     0.506453     0.322592
     0.710938     0.496465     0.247707   0.00695772   0.00143965     0.506453     0.322592
      0.71875     0.498038     0.245702   0.00691747   0.00142115     0.506453     0.322592
     0.726562     0.499619     0.243696   0.00686933    0.0014021     0.506453     0.322592
     0.734375     0.501201     0.241696   0.00681625   0.00138147     0.506453     0.322592
     0.742188     0.502789     0.239697   0.00675497   0.00136027     0.506453     0.322592
         0.75     0.504377     0.237704   0.00668847   0.00133748     0.506453     0.322592
     0.757812      0.50597     0.235712   0.00661346   0.00131412     0.506453     0.322592
     0.765625     0.507561     0.233729   0.00653294   0.00128914     0.506453     0.322592
     0.773438     0.509156     0.231746    0.0064436   0.00126357     0.506453     0.322592
      0.78125     0.510748     0.229772   0.00634845   0.00123636     0.506453     0.322592
     0.789062     0.512344       0.2278   0.00624417   0.00120857     0.506453     0.322592
     0.796875     0.513935     0.225837   0.00613377   0.00117909     0.506453     0.322592
     0.804688     0.515529     0.223877   0.00601392   0.00114903     0.506453     0.322592
       0.8125     0.517117     0.221927   0.00588766   0.00111727     0.506453     0.322592
     0.820312     0.518707      0.21998   0.00575161   0.00108492     0.506453     0.322592
     0.828125     0.520291     0.218043   0.00560884   0.00105083     0.506453     0.322592
     0.835938     0.521875      0.21611   0.00545595   0.00101615     0.506453     0.322592
      0.84375     0.523451     0.214187   0.00529603  0.000979721     0.506453     0.322592
     0.851562     0.525028     0.212269   0.00512564  0.000942688     0.506453     0.322592
     0.859375     0.526596     0.210362   0.00494791  0.000903877     0.506453     0.322592
     0.867188     0.528163      0.20846   0.00475937  0.000864463     0.506453     0.322592
        0.875      0.52972      0.20657   0.00456317  0.000823247     0.506453     0.322592
     0.882812     0.531276     0.204684    0.0043558  0.000781424     0.506453     0.322592
     0.890625     0.532822     0.202811   0.00414044  0.000737777     0.506453     0.322592
     0.898438     0.534365     0.200943   0.00391356  0.000693521     0.506453     0.322592
      0.90625     0.535898     0.199088   0.00367836  0.000647417     0.506453     0.322592
     0.914062     0.537427     0.197238   0.00343128  0.000600702     0.506453     0.322592
     0.921875     0.538944     0.195401   0.00317553  0.000552118     0.506453     0.322592
     0.929688     0.540457      0.19357   0.00290755   0.00050292     0.506453     0.322592
       0.9375     0.541959     0.191752   0.00263055  0.000451833     0.506453     0.322592
     0.945312     0.543455     0.189941   0.00234094  0.000400131     0.506453     0.322592
     0.953125     0.544938     0.188143   0.00204198  0.000346519     0.506453     0.322592
     0.960938     0.546416     0.186352   0.00173002  0.000292292     0.506453     0.322592
      0.96875     0.547881     0.184574   0.00140835  0.000236134     0.506453     0.322592
     0.976562     0.549339     0.182803   0.00107331  0.000179362     0.506453     0.322592
     0.984375     0.550783     0.181046  0.000728193   0.00012064     0.506453     0.322592
     0.992188     0.552221     0.179296  0.000369313  6.13041e-05     0.506453     0.322592
            1     0.553644      0.17756            0            0     0.506453     0.322592
