            0     0.270289     0.518562            0
    0.0078125     0.272669     0.514259   0.00208105
     0.015625     0.275514      0.51093   0.00404239
    0.0234375     0.277941     0.506704   0.00595259
      0.03125      0.28082     0.503425   0.00774622
    0.0390625     0.283293     0.499275   0.00949783
     0.046875     0.286208     0.496046    0.0111355
    0.0546875     0.288728     0.491971    0.0127398
       0.0625     0.291679     0.488793    0.0142322
    0.0703125     0.294247     0.484793    0.0156996
     0.078125     0.297236     0.481665    0.0170567
    0.0859375     0.299853     0.477738    0.0183967
      0.09375      0.30288      0.47466    0.0196275
     0.101562     0.305546     0.470806     0.020849
     0.109375     0.308612     0.467778     0.021962
     0.117188     0.311329     0.463997    0.0230729
        0.125     0.314436     0.461019    0.0240757
     0.132812     0.317203      0.45731    0.0250836
     0.140625     0.320352     0.454383    0.0259832
     0.148438     0.323171     0.450745    0.0268949
      0.15625     0.326362     0.447869    0.0276979
     0.164062     0.329234     0.444302    0.0285197
     0.171875      0.33247     0.441476    0.0292321
     0.179688     0.335396     0.437981    0.0299697
       0.1875     0.338677     0.435206     0.030597
     0.195312     0.341657     0.431781    0.0312559
     0.203125     0.344984     0.429059    0.0318032
     0.210938     0.348021     0.425705    0.0323882
      0.21875     0.351396     0.423034    0.0328601
     0.226562     0.354489     0.419751     0.033376
     0.234375     0.357914     0.417133    0.0337768
     0.242188     0.361065      0.41392    0.0342276
         0.25      0.36454     0.411356    0.0345613
     0.257812     0.367751     0.408215     0.034951
     0.265625     0.371278     0.405705    0.0352213
     0.273438     0.374549     0.402635    0.0355535
      0.28125      0.37813      0.40018    0.0357637
     0.289062     0.381463     0.397183    0.0360418
     0.296875     0.385099     0.394784    0.0361951
     0.304688     0.388495      0.39186     0.036422
       0.3125     0.392188     0.389519    0.0365213
     0.320312      0.39565     0.386668    0.0367001
     0.328125     0.399401     0.384386    0.0367481
     0.335938     0.402929      0.38161    0.0368814
      0.34375     0.406741     0.379388    0.0368805
     0.351562     0.410337     0.376688    0.0369708
     0.359375     0.414212     0.374528    0.0369234
     0.367188     0.417878     0.371905    0.0369731
        0.375     0.421817     0.369809    0.0368812
     0.382812     0.425554     0.367265    0.0368925
     0.390625      0.42956     0.365235    0.0367583
     0.398438     0.433372     0.362772    0.0367332
      0.40625     0.437446     0.360811    0.0365585
     0.414062     0.441334      0.35843     0.036499
     0.421875      0.44548      0.35654    0.0362856
     0.429688     0.449445     0.354245    0.0361935
       0.4375     0.453665     0.352428    0.0359429
     0.445312     0.457711     0.350221      0.03582
     0.453125     0.462007     0.348482    0.0355339
     0.460938     0.466137     0.346365    0.0353818
