      0.46875     0.470512     0.344706    0.0350617
     0.476562     0.474727     0.342683    0.0348819
     0.484375     0.479184     0.341109    0.0345292
     0.492188     0.483489     0.339184    0.0343233
          0.5     0.488031     0.337698    0.0339393
     0.507812     0.492427     0.335875    0.0337088
     0.515625     0.497058     0.334482    0.0332948
     0.523438      0.50155     0.332765     0.033041
      0.53125     0.506273      0.33147    0.0325982
     0.539062     0.510863     0.329865    0.0323225
     0.546875     0.515682     0.328674    0.0318521
     0.554688     0.520375     0.327185    0.0315558
       0.5625     0.525294     0.326103     0.031059
     0.570312     0.530094     0.324737    0.0307434
     0.578125     0.535117     0.323772    0.0302213
     0.585938     0.540028     0.322536    0.0298878
      0.59375      0.54516     0.321694    0.0293414
     0.601562     0.550186     0.320594    0.0289912
     0.609375     0.555432     0.319884    0.0284217
     0.617188     0.560579     0.318929     0.028056
        0.625     0.565944     0.318359    0.0274644
     0.632812     0.571217     0.317558    0.0270846
     0.640625     0.576707     0.317137     0.026472
     0.648438     0.582111     0.316499    0.0260792
      0.65625     0.587732     0.316237    0.0254467
     0.664062     0.593274     0.315773    0.0250422
     0.671875     0.599032     0.315683    0.0243908
     0.679688     0.604719     0.315403    0.0239759
       0.6875     0.610621     0.315496    0.0233068
     0.695312      0.61646     0.315414    0.0228828
     0.703125     0.622514     0.315704     0.022197
     0.710938     0.628512     0.315834    0.0217652
      0.71875     0.634726     0.316334    0.0210638
     0.726562     0.640891      0.31669    0.0206256
     0.734375     0.647274     0.317418    0.0199098
     0.742188     0.653616     0.318017    0.0194666
         0.75     0.660176     0.318988    0.0187375
     0.757812     0.666704     0.319848    0.0182907
     0.765625     0.673453     0.321083    0.0175495
     0.773438     0.680177     0.322222    0.0171006
      0.78125     0.687125     0.323741    0.0163486
     0.789062     0.694057     0.325181     0.015899
     0.796875     0.701216     0.327006    0.0151375
     0.804688     0.708367     0.328771    0.0146889
       0.8125     0.715749     0.330926    0.0139192
     0.820312     0.723134      0.33304    0.0134732
     0.828125     0.730752     0.335552    0.0126967
     0.835938     0.738384     0.338044     0.012255
      0.84375     0.746254     0.340941    0.0114732
     0.851562     0.754148      0.34384    0.0110375
     0.859375     0.762286     0.347155     0.010252
     0.867188     0.770459     0.350493   0.00982421
        0.875     0.778881     0.354259   0.00903649
     0.882812     0.787351     0.358072   0.00861862
     0.890625     0.796077     0.362327   0.00783042
     0.898438     0.804862     0.366654   0.00742447
      0.90625     0.813912     0.371438   0.00663756
     0.914062     0.823034     0.376321   0.00624569
     0.921875     0.832429     0.381678   0.00546196
     0.929688     0.841911     0.387163   0.00508641
       0.9375     0.851675     0.393141   0.00430785
     0.945312      0.86154     0.399278   0.00395101
     0.953125       0.8717     0.405929   0.00317972
     0.960938     0.881975     0.412772   0.00284409
      0.96875     0.892557     0.420153    0.0020823
     0.976562     0.903272     0.427762   0.00177055
     0.984375     0.914306     0.435935   0.00102062
     0.992188     0.925492     0.444373   0.00073554
            1     0.937011     0.453406           -0
