            0     0.377541            0     0.377541
   0.00195312        0.378  0.000736294   -0.0279479
   0.00390625     0.378459   0.00146823   0.00422105
   0.00585938     0.378919     0.002198 -0.000784944
    0.0078125     0.379378   0.00292342  0.000160923
   0.00976562     0.379838   0.00364667 -3.49083e-05
    0.0117188     0.380299   0.00436559   7.8565e-06
    0.0136719     0.380759   0.00508236 -1.81458e-06
     0.015625      0.38122   0.00579479   4.2723e-07
    0.0175781      0.38168   0.00650508 -1.02089e-07
    0.0195312     0.382141   0.00721105  2.46834e-08
    0.0214844     0.382603   0.00791489 -6.02544e-09
    0.0234375     0.383064   0.00861441  1.48259e-09
    0.0253906     0.383526   0.00931181 -3.67251e-10
    0.0273438     0.383988    0.0100049   9.1493e-11
    0.0292969      0.38445    0.0106959 -2.29065e-11
      0.03125     0.384912    0.0113826  5.75977e-12
    0.0332031     0.385375    0.0120671 -1.45379e-12
    0.0351562     0.385837    0.0127474   3.6818e-13
    0.0371094       0.3863    0.0134256 -9.35249e-14
    0.0390625     0.386763    0.0140995  2.38215e-14
    0.0410156     0.387227    0.0147714 -6.08237e-15
    0.0429688      0.38769    0.0154389  1.55647e-15
    0.0449219     0.388154    0.0161044 -3.99105e-16
     0.046875     0.388618    0.0167656  1.02527e-16
    0.0488281     0.389082    0.0174247 -2.63834e-17
    0.0507812     0.389546    0.0180796  6.79994e-18
    0.0527344     0.390011    0.0187324 -1.75514e-18
    0.0546875     0.390476     0.019381  4.53631e-19
    0.0566406     0.390941    0.0200275 -1.17392e-19
    0.0585938     0.391406    0.0206698  3.04147e-20
    0.0605469     0.391871      0.02131 -7.88868e-21
       0.0625     0.392337     0.021946  2.04819e-21
    0.0644531     0.392803      0.02258 -5.32297e-22
    0.0664062     0.393268    0.0232097  1.38462e-22
    0.0683594     0.393735    0.0238375 -3.60479e-23
    0.0703125     0.394201    0.0244609  9.39242e-24
    0.0722656     0.394667    0.0250824  -2.4491e-24
    0.0742188     0.395134    0.0256997   6.3907e-25
    0.0761719     0.395601    0.0263149 -1.66874e-25
     0.078125     0.396068     0.026926  4.36023e-26
    0.0800781     0.396535     0.027535 -1.13999e-26
    0.0820312     0.397003    0.0281399  2.98225e-27
    0.0839844     0.397471    0.0287428 -7.80609e-28
    0.0859375     0.397938    0.0293414  2.04435e-28
    0.0878906     0.398406    0.0299381 -5.35672e-29
    0.0898438     0.398875    0.0305306  1.40428e-29
    0.0917969     0.399343    0.0311212  -3.6831e-30
      0.09375     0.399812    0.0317075  9.66422e-31
    0.0957031      0.40028    0.0322919 -2.53692e-31
    0.0976562     0.400749    0.0328721  6.66234e-32
    0.0996094     0.401218    0.0334504 -1.75032e-32
     0.101562     0.401688    0.0340245  4.60019e-33
     0.103516     0.402157    0.0345966 -1.20946e-33
     0.105469     0.402627    0.0351646  3.18099e-34
     0.107422     0.403097    0.0357306 -8.36911e-35
     0.109375     0.403567    0.0362925  2.20262e-35
     0.111328     0.404037    0.0368525 -5.79878e-36
     0.113281     0.404507    0.0374083  1.52709e-36
     0.115234     0.404978    0.0379622 -4.02276e-37
     0.117188     0.405449    0.0385119     1.06e-37
     0.119141      0.40592    0.0390597 -2.79387e-38
     0.121094     0.406391    0.0396034  7.36587e-39
     0.123047     0.406862    0.0401452 -1.94247e-39
        0.125     0.407333    0.0406829  5.12379e-40
     0.126953     0.407805    0.0412186 -1.35187e-40
     0.128906     0.408277    0.0417503  3.56763e-41
     0.130859     0.408749      0.04228 -9.41725e-42
     0.132812     0.409221    0.0428056  2.48636e-42
     0.134766     0.409693    0.0433294 -6.56596e-43
     0.136719     0.410165     0.043849  1.73429e-43
     0.138672     0.410638    0.0443667 -4.58179e-44
     0.140625     0.411111    0.0448804  1.21069e-44
     0.142578     0.411584    0.0453922 -3.19974e-45
     0.144531     0.412057    0.0458998  8.45817e-46
     0.146484      0.41253    0.0464056 -2.23623e-46
     0.148438     0.413004    0.0469074  5.91337e-47
     0.150391     0.413477    0.0474072 -1.56397e-47
     0.152344     0.413951     0.047903  4.13707e-48
     0.154297     0.414425    0.0483969 -1.09453e-48
      0.15625     0.414899    0.0488868  2.89624e-49
     0.158203     0.415373    0.0493748 -7.66492e-50
     0.160156     0.415847    0.0498587  2.02883e-50
     0.162109     0.416322    0.0503408 -5.37093e-51
     0.164062     0.416797    0.0508188  1.42205e-51
     0.166016     0.417271     0.051295 -3.76567e-52
     0.167969     0.417746    0.0517671  9.97306e-53
     0.169922     0.418222    0.0522374 -2.64164e-53
     0.171875     0.418697    0.0527037  6.99803e-54
     0.173828     0.419172    0.0531681  -1.8541e-54
     0.175781     0.419648    0.0536285  4.91299e-55
     0.177734     0.420124     0.054087   -1.302e-55
     0.179688       0.4206    0.0545416  3.45088e-56
     0.181641     0.421076    0.0549943 -9.14743e-57
     0.183594     0.421552    0.0554429  2.42504e-57
     0.185547     0.422028    0.0558898 -6.42963e-58
       0.1875     0.422505    0.0563327  1.70491e-58
     0.189453     0.422981    0.0567737 -4.52131e-59
     0.191406     0.423458    0.0572107  1.19915e-59
     0.193359     0.423935    0.0576459 -3.18073e-60
     0.195312     0.424412    0.0580771  8.43771e-61
     0.197266     0.424889    0.0585066 -2.23854e-61
     0.199219     0.425366     0.058932  5.93949e-62
     0.201172     0.425844    0.0593556 -1.57606e-62
     0.203125     0.426322    0.0597752  4.18254e-63
     0.205078     0.426799     0.060193 -1.11006e-63
     0.207031     0.427277    0.0606069  2.94639e-64
     0.208984     0.427755    0.0610189 -7.82121e-65
     0.210938     0.428233     0.061427  2.07632e-65
     0.212891     0.428712    0.0618333 -5.51256e-66
     0.214844      0.42919    0.0622356  1.46369e-66
     0.216797     0.429669    0.0626362 -3.88668e-67
      0.21875     0.430147    0.0630327  1.03215e-67
     0.220703     0.430626    0.0634275 -2.74122e-68
     0.222656     0.431105    0.0638184  7.28077e-69
     0.224609     0.431584    0.0642074 -1.93395e-69
     0.226562     0.432063    0.0645926  5.13741e-70
     0.228516     0.432543    0.0649759 -1.36482e-70
     0.230469     0.433022    0.0653553   3.6261e-71
     0.232422     0.433502    0.0657329 -9.63462e-72
     0.234375     0.433981    0.0661066  2.56012e-72
     0.236328     0.434461    0.0664785 -6.80323e-73
     0.238281     0.434941    0.0668465  1.80801e-73
     0.240234     0.435421    0.0672128 -4.80523e-74
     0.242188     0.435901    0.0675751  1.27719e-74
     0.244141     0.436382    0.0679356  -3.3949e-75
     0.246094     0.436862    0.0682923  9.02454e-76
     0.248047     0.437343    0.0686471 -2.39911e-76
         0.25     0.437823    0.0689981  6.37827e-77
     0.251953     0.438304    0.0693473 -1.69583e-77
     0.253906     0.438785    0.0696926  4.50907e-78
     0.255859     0.439266    0.0700362 -1.19899e-78
     0.257812     0.439747    0.0703758   3.1884e-79
     0.259766     0.440229    0.0707137 -8.47917e-80
     0.261719      0.44071    0.0710477  2.25506e-80
     0.263672     0.441191      0.07138 -5.99773e-81
     0.265625     0.441673    0.0717084  1.59529e-81
     0.267578     0.442155     0.072035 -4.24342e-82
     0.269531     0.442636    0.0723577   1.1288e-82
     0.271484     0.443118    0.0726788 -3.00288e-83
     0.273438       0.4436    0.0729959   7.9888e-84
     0.275391     0.444083    0.0733113 -2.12544e-84
     0.277344     0.444565    0.0736228  5.65505e-85
     0.279297     0.445047    0.0739326 -1.50469e-85
      0.28125      0.44553    0.0742385  4.00384e-86
     0.283203     0.446012    0.0745428 -1.06544e-86
     0.285156     0.446495    0.0748431  2.83531e-87
     0.287109     0.446977    0.0751417  -7.5456e-88
     0.289062      0.44746    0.0754364   2.0082e-88
     0.291016     0.447943    0.0757295 -5.34489e-89
     0.292969     0.448426    0.0760186  1.42263e-89
     0.294922     0.448909    0.0763061 -3.78671e-90
     0.296875     0.449393    0.0765897  1.00798e-90
     0.298828     0.449876    0.0768716 -2.68325e-91
     0.300781     0.450359    0.0771496  7.14313e-92
     0.302734     0.450843     0.077426 -1.90167e-92
     0.304688     0.451326    0.0776984  5.06288e-93
     0.306641      0.45181    0.0779692 -1.34797e-93
