         0.58     0.893044     0.186659 -4.86264e-07 -8.09085e-06  2.39534e-36  1.59693e-36
         0.59      0.90199     0.184786  1.24531e-05  7.68528e-06 -6.31004e-37 -4.20679e-37
          0.6     0.911084     0.182966 -5.29792e-07 -8.26285e-06  1.66273e-37  1.10851e-37
         0.61     0.920213      0.18113  1.30112e-05  8.24443e-06 -4.38257e-38 -2.92178e-38
         0.62      0.92949     0.179346 -5.73586e-07  -8.4146e-06  1.15545e-38  7.70321e-39
         0.63     0.938804     0.177548  1.35853e-05  8.84626e-06 -3.04711e-39 -2.03146e-39
         0.64     0.948268     0.175798 -6.17143e-07 -8.54314e-06  8.03772e-40   5.3586e-40
         0.65     0.957771     0.174036  1.41765e-05  9.49491e-06 -2.12071e-40 -1.41384e-40
         0.66     0.967425     0.172321 -6.59873e-07 -8.64514e-06  5.59671e-41  3.73123e-41
         0.67     0.977121     0.170595  1.47862e-05   1.0195e-05 -1.47735e-41 -9.84922e-42
         0.68     0.986969     0.168913 -7.01096e-07 -8.71686e-06  3.90058e-42  2.60045e-42
         0.69     0.996862     0.167222  1.54158e-05  1.09515e-05 -1.03007e-42 -6.86731e-43
          0.7      1.00691     0.165573 -7.40025e-07 -8.75405e-06   2.7208e-43  1.81391e-43
         0.71        1.017     0.163917  1.60668e-05  1.17701e-05 -7.18811e-44 -4.79218e-44
         0.72      1.02725       0.1623  -7.7576e-07 -8.75197e-06   1.8994e-44   1.2663e-44
         0.73      1.03755     0.160678  1.67409e-05  1.26569e-05    -5.02e-45 -3.34674e-45
         0.74        1.048     0.159093 -8.07265e-07 -8.70527e-06    1.327e-45  8.84686e-46
         0.75      1.05851     0.157503    1.744e-05  1.36188e-05 -3.50845e-46 -2.33902e-46
         0.76      1.06918      0.15595 -8.33364e-07 -8.60795e-06  9.27765e-47  6.18524e-47
         0.77       1.0799     0.154392  1.81662e-05  1.46634e-05 -2.45377e-47 -1.63589e-47
         0.78      1.09078     0.152869 -8.52711e-07 -8.45328e-06  6.49089e-48  4.32736e-48
         0.79      1.10172     0.151344  1.89216e-05  1.57989e-05 -1.71729e-48 -1.14489e-48
          0.8      1.11281     0.149851  -8.6378e-07 -8.23371e-06  4.54416e-49  3.02951e-49
         0.81      1.12398     0.148357  1.97088e-05  1.70348e-05 -1.20263e-49 -8.01769e-50
         0.82       1.1353     0.146894 -8.64839e-07 -7.94078e-06  3.18327e-50  2.12223e-50
         0.83      1.14668      0.14543  2.05305e-05  1.83812e-05 -8.42713e-51 -5.61822e-51
         0.84      1.15824     0.143996 -8.53928e-07 -7.56502e-06  2.23125e-51  1.48754e-51
         0.85      1.16985     0.142563  2.13895e-05  1.98496e-05 -5.90853e-52 -3.93911e-52
         0.86      1.18164     0.141157 -8.28828e-07 -7.09582e-06  1.56484e-52  1.04325e-52
         0.87      1.19349     0.139753  2.22894e-05  2.14525e-05 -4.14494e-53 -2.76335e-53
         0.88      1.20551     0.138376 -7.87036e-07 -6.52133e-06  1.09805e-53  7.32052e-54
         0.89      1.21761     0.137001  2.32335e-05   2.3204e-05 -2.90927e-54 -1.93956e-54
          0.9      1.22987     0.135651 -7.25725e-07 -5.82828e-06  7.70903e-55  5.13947e-55
         0.91      1.24221     0.134305   2.4226e-05  2.51197e-05   -2.043e-55 -1.36203e-55
         0.92      1.25472     0.132982 -6.41714e-07 -5.00183e-06  5.41489e-56  3.61001e-56
         0.93      1.26731     0.131664  2.52713e-05  2.72166e-05 -1.43536e-56 -9.56931e-57
         0.94      1.28007     0.130368  -5.3142e-07 -4.02541e-06  3.80525e-57   2.5369e-57
         0.95      1.29292     0.129078  2.63742e-05  2.95141e-05 -1.00892e-57 -6.72627e-58
         0.96      1.30594     0.127808 -3.90814e-07 -2.88049e-06  2.67537e-58  1.78362e-58
         0.97      1.31904     0.126545  2.75401e-05  3.20332e-05 -7.09743e-59 -4.73173e-59
         0.98      1.33233     0.125301 -2.15368e-07 -1.54639e-06  1.89151e-59  1.26104e-59
         0.99       1.3457     0.124064  2.87749e-05  3.47976e-05 -5.35375e-60 -3.56925e-60
            1      1.35925     0.122846           -0           -0  2.66349e-60   1.7757e-60
